timestamp,open,high,low,close,volume,HA_Close,HA_Open,HA_High,HA_Low,EMA_Fast,EMA_Slow,MACD_Line,Signal_Line,readable_date
1738307700000,3264.6,3276.33,3264.13,3264.13,11458.7,3267.2975000000006,3262.9700000000003,3276.33,3262.9700000000003,3267.2975000000006,3247.8047775360465,2.6665758270332844,-1.863428825137102,2025-01-31 07:15:00
1738308600000,3264.13,3264.14,3247.51,3247.62,24727.93,3255.8500000000004,3264.365,3264.365,3247.51,3255.8500000000004,3248.3238241466242,2.9141729411167034,-0.9079084718863412,2025-01-31 07:30:00
1738309500000,3247.62,3251.69,3237.75,3240.0,14938.39,3244.265,3255.875,3255.875,3237.75,3244.265,3248.0619645242614,2.1507897918531853,-0.29616881913843585,2025-01-31 07:45:00
1738310400000,3240.0,3246.82,3236.31,3241.58,8238.69,3241.1775,3243.81,3246.82,3236.31,3241.1775,3247.6178055226965,1.281890859617306,0.019443116612712502,2025-01-31 08:00:00
1738311300000,3241.58,3247.64,3233.01,3237.25,10426.33,3239.87,3240.79,3247.64,3233.01,3239.87,3247.1179471018777,0.48221915077601807,0.11199832344537362,2025-01-31 08:15:00
1738312200000,3237.25,3240.3,3233.33,3238.87,5997.69,3237.4375,3239.415,3240.3,3233.33,3237.4375,3246.493402127563,-0.34384522681511953,0.020829613393275007,2025-01-31 08:30:00
1738313100000,3238.87,3239.4,3232.03,3235.15,5678.64,3236.3625,3238.06,3239.4,3232.03,3236.3625,3245.839795538688,-1.0728831838814585,-0.1979129460616717,2025-01-31 08:45:00
1738314000000,3235.15,3241.65,3233.33,3234.0,5888.45,3236.0325000000003,3237.01,3241.65,3233.33,3236.0325000000003,3245.207066794257,-1.6581649658123752,-0.48996335001181246,2025-01-31 09:00:00
1738314900000,3234.0,3249.63,3233.01,3249.08,8195.17,3241.43,3234.575,3249.63,3233.01,3241.43,3244.9633850655955,-1.667252801048562,-0.7254212402191624,2025-01-31 09:15:00
1738315800000,3249.08,3270.0,3248.4,3261.6,110293.49,3257.27,3241.54,3270.0,3241.54,3257.27,3245.757360222654,-0.3917831243688852,-0.658693617049107,2025-01-31 09:30:00
1738316700000,3261.6,3265.75,3259.0,3265.42,9568.72,3262.9425,3255.34,3265.75,3255.34,3262.9425,3246.8660789179667,1.06448836732352,-0.3140572201745816,2025-01-31 09:45:00
1738317600000,3265.42,3265.42,3257.87,3262.78,11588.86,3262.8725,3263.51,3265.42,3257.87,3262.8725,3247.89875124584,2.187726848082093,0.18629959347675334,2025-01-31 10:00:00
1738318500000,3262.78,3271.04,3257.71,3260.81,14934.59,3263.0849999999996,3264.1000000000004,3271.04,3257.71,3263.0849999999996,3248.8785092299795,3.059777203683552,0.7609951155181132,2025-01-31 10:15:00
1738319400000,3260.81,3265.99,3255.28,3265.99,4108.09,3262.0175,3261.795,3265.99,3255.28,3262.0175,3249.726186053852,3.622981588229777,1.333392410060446,2025-01-31 10:30:00
1738320300000,3265.99,3271.27,3264.1,3268.83,7008.39,3267.5475,3263.3999999999996,3271.27,3263.3999999999996,3267.5475,3250.875948243926,4.464090646341447,1.9595320573166464,2025-01-31 10:45:00
1738321200000,3268.83,3301.21,3268.83,3297.64,85201.25,3284.1274999999996,3267.41,3301.21,3267.41,3284.1274999999996,3253.0212096475434,6.394827479377,2.846591141728717,2025-01-31 11:00:00
1738322100000,3297.64,3331.8,3293.64,3328.06,99920.56,3312.785,3283.2349999999997,3331.8,3283.2349999999997,3312.785,3256.8769380573794,10.120705881563026,4.301414089695578,2025-01-31 11:15:00
1738323000000,3328.06,3333.0,3318.69,3331.0,50429.42,3327.6875,3312.85,3333.0,3312.85,3327.6875,3261.4453614085164,14.113309121092243,6.263793095974911,2025-01-31 11:30:00
1738323900000,3331.0,3337.77,3321.35,3333.85,43226.78,3330.9925000000003,3329.5299999999997,3337.77,3321.35,3330.9925000000003,3265.932273575709,17.34422836435806,8.479880149651542,2025-01-31 11:45:00
1738324800000,3333.85,3343.19,3324.11,3337.01,43402.4,3334.54,3332.425,3343.19,3324.11,3334.54,3270.3585785063087,19.960911778719037,10.776086475465043,2025-01-31 12:00:00
1738325700000,3337.01,3357.56,3336.08,3349.5,52086.21,3345.0375,3335.4300000000003,3357.56,3335.4300000000003,3345.0375,3275.1765734413857,22.62095249619597,13.14505967961123,2025-01-31 12:15:00
1738326600000,3349.5,3358.32,3343.2,3346.39,47381.17,3349.3525,3343.255,3358.32,3343.2,3349.3525,3279.962117090329,24.791457873179297,15.474339318324844,2025-01-31 12:30:00
1738327500000,3346.39,3355.17,3345.23,3349.49,21970.87,3349.0699999999997,3347.9449999999997,3355.17,3345.23,3349.0699999999997,3284.4206901812754,26.186936924967995,17.616858839653474,2025-01-31 12:45:00
1738328400000,3349.49,3364.33,3348.43,3358.93,39318.13,3355.295,3347.9399999999996,3364.33,3347.9399999999996,3355.295,3288.9932262986126,27.478415533349562,19.589170178392692,2025-01-31 13:00:00
1738329300000,3358.93,3362.96,3349.17,3355.59,37946.58,3356.6625,3354.21,3362.96,3349.17,3356.6625,3293.3589858922505,28.28620173042009,21.32857648879817,2025-01-31 13:15:00
1738330200000,3355.59,3360.43,3340.45,3348.85,47016.47,3351.3300000000004,3357.26,3360.43,3340.45,3351.3300000000004,3297.099051318557,28.171348161396054,22.697130823317746,2025-01-31 13:30:00
1738331100000,3348.85,3356.99,3345.97,3353.7,14609.32,3351.3774999999996,3352.2200000000003,3356.99,3345.97,3351.3774999999996,3300.60088671736,27.764111340520685,23.710526926758334,2025-01-31 13:45:00
1738332000000,3353.7,3361.0,3347.65,3358.15,17383.17,3355.125,3351.2749999999996,3361.0,3347.65,3355.125,3304.118571445272,27.427596892934616,24.45394091999359,2025-01-31 14:00:00
1738332900000,3358.15,3370.98,3353.69,3361.23,59320.54,3361.0125,3355.925,3370.98,3353.69,3361.0125,3307.7891474810613,27.32103888536176,25.02736051306723,2025-01-31 14:15:00
1738333800000,3361.23,3373.45,3345.28,3359.95,58403.0,3359.9775,3359.69,3373.45,3345.28,3359.9775,3311.1561379661543,26.84363829384074,25.39061606922193,2025-01-31 14:30:00
1738334700000,3359.95,3360.0,3333.64,3349.59,40392.82,3350.795,3360.59,3360.59,3333.64,3350.795,3313.713483903822,25.431188960953023,25.39873064756815,2025-01-31 14:45:00
1738335600000,3349.59,3359.39,3349.59,3353.44,15281.42,3353.0025,3354.77,3359.39,3349.59,3353.0025,3316.248259135834,24.210851860132152,25.16115489008095,2025-01-31 15:00:00
1738336500000,3353.44,3393.94,3350.53,3390.93,72555.58,3372.21,3351.5150000000003,3393.94,3350.53,3372.21,3319.858694030296,24.511062372479046,25.031136386560572,2025-01-31 15:15:00
1738337400000,3390.93,3411.0,3387.0,3400.0,78933.56,3397.2325,3372.185,3411.0,3372.185,3397.2325,3324.850552479955,26.46303855881979,25.31751682101242,2025-01-31 15:30:00
1738338300000,3400.0,3427.17,3397.36,3426.59,61694.87,3412.78,3395.465,3427.17,3395.465,3412.78,3330.5234200618934,28.931047952006338,26.040223047211203,2025-01-31 15:45:00
1738339200000,3426.59,3436.44,3409.32,3411.38,90864.94,3420.9325,3413.295,3436.44,3409.32,3420.9325,3336.3562639288684,31.18531687314089,27.06924181239714,2025-01-31 16:00:00
1738340100000,3411.38,3416.74,3393.62,3396.99,66076.45,3404.6825,3418.985,3418.985,3393.62,3404.6825,3340.7644081915223,31.29979745952096,27.915352941821908,2025-01-31 16:15:00
1738341000000,3396.99,3406.0,3390.02,3397.23,25843.92,3397.56,3404.185,3406.0,3390.02,3397.56,3344.4286399211014,30.464620739909606,28.42520650143945,2025-01-31 16:30:00
1738341900000,3397.23,3406.53,3392.41,3402.17,13034.66,3399.585,3397.1099999999997,3406.53,3392.41,3399.585,3347.9871147649014,29.624643301582637,28.66509386146809,2025-01-31 16:45:00
1738342800000,3402.17,3404.67,3383.99,3393.69,20787.84,3396.13,3399.7,3404.67,3383.99,3396.13,3351.0931073607144,28.353326011707395,28.602740291515953,2025-01-31 17:00:00
1738343700000,3393.69,3396.03,3387.72,3396.0,6691.39,3393.36,3397.9300000000003,3397.9300000000003,3387.72,3393.36,3353.8200036600233,26.813196214663094,28.244831476145382,2025-01-31 17:15:00
1738344600000,3396.0,3397.75,3378.36,3383.31,17669.08,3388.855,3394.8450000000003,3397.75,3378.36,3388.855,3356.080326004538,24.9416051062708,27.584186202170464,2025-01-31 17:30:00
1738345500000,3383.31,3385.89,3369.37,3374.99,20466.58,3378.39,3389.6549999999997,3389.6549999999997,3369.37,3378.39,3357.5196598106972,22.356209165435757,26.538590794823524,2025-01-31 17:45:00
1738346400000,3374.99,3380.98,3365.94,3380.38,21442.0,3375.5725,3379.1499999999996,3380.98,3365.94,3375.5725,3358.6843591777492,19.851084605916185,25.201089557042057,2025-01-31 18:00:00
1738347300000,3380.38,3383.92,3344.39,3345.01,94755.89,3363.425,3377.685,3383.92,3344.39,3363.425,3358.990206972733,16.693125653518564,23.49949677633736,2025-01-31 18:15:00
1738348200000,3345.01,3346.27,3292.5,3309.6,142642.84,3323.3450000000003,3362.695,3362.695,3292.5,3323.3450000000003,3356.690516200299,10.831441281657135,20.965885677401314,2025-01-31 18:30:00
1738349100000,3309.6,3321.58,3297.5,3313.29,67151.88,3310.4925000000003,3327.3050000000003,3327.3050000000003,3297.5,3310.4925000000003,3353.7099990260863,5.09024764237347,17.790758070395746,2025-01-31 18:45:00
1738350000000,3313.29,3327.33,3306.58,3323.01,45634.92,3317.5525000000002,3311.4449999999997,3327.33,3306.58,3317.5525000000002,3351.3772571534355,1.097343820799324,14.452075220476463,2025-01-31 19:00:00
1738350900000,3323.01,3332.22,3307.41,3324.56,40826.44,3321.7999999999997,3318.15,3332.22,3307.41,3321.7999999999997,3349.4690470145047,-1.704673063006794,11.220725563779812,2025-01-31 19:15:00
1738351800000,3324.56,3341.65,3318.57,3322.59,30921.82,3326.8425,3323.785,3341.65,3318.57,3326.8425,3348.009269787763,-3.478308250455939,8.280918800932662,2025-01-31 19:30:00
1738352700000,3322.59,3344.78,3313.49,3337.64,31958.65,3329.625,3323.575,3344.78,3313.49,3329.625,3346.823187865972,-4.606303816115997,5.703474277522931,2025-01-31 19:45:00
1738353600000,3337.64,3337.64,3317.0,3320.67,25772.76,3328.2374999999997,3330.115,3337.64,3317.0,3328.2374999999997,3345.624111229458,-5.54825129558094,3.4531291629021563,2025-01-31 20:00:00
1738354500000,3320.67,3323.68,3284.64,3311.11,86238.84,3310.025,3329.1549999999997,3329.1549999999997,3284.64,3310.025,3343.327394375945,-7.675865402904037,1.2273302497409178,2025-01-31 20:15:00
1738355400000,3311.11,3325.6,3305.0,3318.07,20796.43,3314.9449999999997,3315.8900000000003,3325.6,3305.0,3314.9449999999997,3341.4962721581423,-8.862846650489246,-0.7907051303051151,2025-01-31 20:30:00
1738356300000,3318.07,3332.0,3308.04,3314.65,18305.28,3318.19,3314.59,3332.0,3308.04,3318.19,3339.9926416963267,-9.432956213121543,-2.5191553468684007,2025-01-31 20:45:00
1738357200000,3314.65,3319.57,3292.35,3295.24,32257.38,3305.4525,3316.36,3319.57,3292.35,3305.4525,3337.7642454578545,-10.788222038966069,-4.172968685287934,2025-01-31 21:00:00
1738358100000,3295.24,3300.79,3279.0,3285.8,48228.04,3290.2074999999995,3304.9449999999997,3304.9449999999997,3279.0,3290.2074999999995,3334.6960683315415,-12.94322264851371,-5.92701947793309,2025-01-31 21:15:00
1738359000000,3285.8,3314.64,3277.35,3308.33,33973.65,3296.53,3290.52,3314.64,3277.35,3296.53,3332.2337413424098,-13.979753352307398,-7.5375662528079515,2025-01-31 21:30:00
1738359900000,3308.33,3317.66,3304.36,3317.55,14766.97,3311.9750000000004,3297.065,3317.66,3297.065,3311.9750000000004,3330.926725771932,-13.400456856963501,-8.710144373639062,2025-01-31 21:45:00
1738360800000,3317.55,3319.79,3296.63,3299.94,21654.03,3308.4775000000004,3312.94,3319.79,3296.63,3308.4775000000004,3329.4783886253563,-13.072883171357716,-9.582692133182793,2025-01-31 22:00:00
1738361700000,3299.94,3316.0,3292.73,3314.99,11304.24,3305.915,3308.745,3316.0,3292.73,3305.915,3327.958170004366,-12.871674350198191,-10.240488576585873,2025-01-31 22:15:00
1738362600000,3314.99,3317.3,3306.91,3311.86,9652.81,3312.7650000000003,3307.465,3317.3,3306.91,3312.7650000000003,3326.9779654879553,-12.02090761737827,-10.596572384744352,2025-01-31 22:30:00
1738363500000,3311.86,3312.94,3280.32,3295.03,31870.94,3300.0375000000004,3313.425,3313.425,3280.32,3300.0375000000004,3325.2398709403456,-12.232661229927999,-10.92379015378108,2025-01-31 22:45:00
1738364400000,3295.03,3299.55,3283.15,3294.01,9308.33,3292.935,3303.445,3303.445,3283.15,3292.935,3323.1556857183878,-12.825742707226254,-11.304180664470117,2025-01-31 23:00:00
1738365300000,3294.01,3301.75,3291.35,3299.94,5284.17,3296.7625000000003,3294.5200000000004,3301.75,3291.35,3296.7625000000003,3321.4528995430082,-12.83891773693631,-11.611128078963358,2025-01-31 23:15:00
1738366200000,3299.94,3300.69,3277.01,3285.15,17110.11,3290.6974999999998,3296.9750000000004,3300.69,3277.01,3290.6974999999998,3319.468680217653,-13.186745264635192,-11.926251516097725,2025-01-31 23:30:00
1738367100000,3285.15,3299.0,3281.08,3299.0,17624.36,3291.0575,3292.545,3299.0,3281.08,3291.0575,3317.635700848772,-13.280265461383351,-12.19705430515485,2025-01-31 23:45:00
1738368000000,3299.0,3305.0,3287.01,3303.62,10981.3,3298.6575000000003,3292.075,3305.0,3287.01,3298.6575000000003,3316.4113007940127,-12.59592640799383,-12.276828725722646,2025-02-01 00:00:00
1738368900000,3303.62,3311.33,3293.76,3293.95,36514.07,3300.665,3301.31,3311.33,3293.76,3300.665,3315.3954104202053,-11.75607756094496,-12.17267849276711,2025-02-01 00:15:00
1738369800000,3293.95,3312.05,3290.07,3310.78,13128.29,3301.7125,3298.785,3312.05,3290.07,3301.7125,3314.5126420059987,-10.88054268008409,-11.914251330230506,2025-02-01 00:30:00
1738370700000,3310.78,3319.74,3305.62,3316.0,11404.88,3313.035,3302.365,3319.74,3302.365,3313.035,3314.4173102636764,-9.1673681417451,-11.364874692533427,2025-02-01 00:45:00
1738371600000,3316.0,3331.0,3315.11,3321.67,14959.43,3320.945,3313.3900000000003,3331.0,3313.3900000000003,3320.945,3314.838451536988,-7.089668795276793,-10.5098335130821,2025-02-01 01:00:00
1738372500000,3321.67,3325.04,3313.82,3322.14,6033.95,3320.6675,3318.835,3325.04,3313.82,3320.6675,3315.214519179763,-5.403184477727791,-9.488503706011238,2025-02-01 01:15:00
1738373400000,3322.14,3330.35,3318.0,3326.89,5848.14,3324.345,3321.9049999999997,3330.35,3318.0,3324.345,3315.803582458488,-3.726928280470929,-8.336188620903176,2025-02-01 01:30:00
1738374300000,3326.89,3327.38,3311.19,3311.88,8796.77,3319.335,3324.515,3327.38,3311.19,3319.335,3316.0314158482634,-2.770808145521187,-7.223112525826779,2025-02-01 01:45:00
1738375200000,3311.88,3318.07,3307.7,3316.12,5673.02,3313.4425,3319.385,3319.385,3307.7,3313.4425,3315.8643890193434,-2.460191992548971,-6.270528419171217,2025-02-01 02:00:00
1738376100000,3316.12,3324.49,3313.99,3315.16,3183.24,3317.4399999999996,3314.0,3324.49,3313.99,3317.4399999999996,3315.9660413406764,-1.869906493865983,-5.390404034110171,2025-02-01 02:15:00
1738377000000,3315.16,3319.0,3308.26,3316.91,4594.53,3314.8325,3315.64,3319.0,3308.26,3314.8325,3315.892909641278,-1.5941283226034102,-4.631148891808819,2025-02-01 02:30:00
1738377900000,3316.91,3319.4,3302.04,3304.97,8237.68,3310.8299999999995,3316.035,3319.4,3302.04,3310.8299999999995,3315.5662703095827,-1.6791838485642074,-4.040755883159897,2025-02-01 02:45:00
1738378800000,3304.97,3308.59,3293.62,3298.77,16049.69,3301.4875,3310.9399999999996,3310.9399999999996,3293.62,3301.4875,3314.6579625476743,-2.4719574504019874,-3.726996196608315,2025-02-01 03:00:00
1738379700000,3298.77,3301.66,3290.64,3291.08,11157.33,3295.5375,3301.87,3301.87,3290.64,3295.5375,3313.4243843187924,-3.5395497885897385,-3.6895069150046,2025-02-01 03:15:00
1738380600000,3291.08,3291.49,3281.82,3288.23,14794.21,3288.1549999999997,3294.925,3294.925,3281.82,3288.1549999999997,3311.794101459516,-4.924563161373953,-3.936518164278471,2025-02-01 03:30:00
1738381500000,3288.23,3291.02,3282.5,3291.01,12991.19,3288.19,3289.6549999999997,3291.02,3282.5,3288.19,3310.2712562040633,-5.950775198040901,-4.339369571030957,2025-02-01 03:45:00
1738382400000,3291.01,3296.6,3285.93,3287.28,6380.17,3290.2050000000004,3289.62,3296.6,3285.93,3290.2050000000004,3308.9766590296076,-6.526231634768919,-4.77674198377855,2025-02-01 04:00:00
1738383300000,3287.28,3297.0,3283.09,3296.08,6272.08,3290.8625,3289.1450000000004,3297.0,3283.09,3290.8625,3307.808003608343,-6.85026466485715,-5.19144651999427,2025-02-01 04:15:00
1738384200000,3296.08,3305.88,3294.06,3304.12,9871.38,3300.035,3291.6800000000003,3305.88,3291.6800000000003,3300.035,3307.306519504579,-6.294361601081619,-5.41202953621174,2025-02-01 04:30:00
1738385100000,3304.12,3304.12,3290.28,3293.4,6266.84,3297.98,3300.1,3304.12,3290.28,3297.98,3306.7048085687998,-5.95102602004863,-5.519828832979119,2025-02-01 04:45:00
1738386000000,3293.4,3300.82,3291.99,3299.75,3627.72,3296.49,3298.76,3300.82,3291.99,3296.49,3306.0457886611352,-5.733073345221783,-5.562477735427652,2025-02-01 05:00:00
1738386900000,3299.75,3301.94,3295.11,3298.2,3263.95,3298.75,3296.575,3301.94,3295.11,3298.75,3305.575092618482,-5.316693633089471,-5.513320914960016,2025-02-01 05:15:00
1738387800000,3298.2,3299.19,3291.64,3297.78,3048.98,3296.7025,3298.975,3299.19,3291.64,3296.7025,3305.0026672882577,-5.093214444004843,-5.429299620768982,2025-02-01 05:30:00
1738388700000,3297.78,3301.56,3296.0,3298.82,4886.01,3298.54,3297.99,3301.56,3296.0,3298.54,3304.5857210115964,-4.713500384819326,-5.286139773579052,2025-02-01 05:45:00
1738389600000,3298.82,3305.64,3295.14,3299.39,3605.0,3299.7475,3298.3,3305.64,3295.14,3299.7475,3304.273577720526,-4.265963724376888,-5.0821045637386195,2025-02-01 06:00:00
