date,open,high,low,close,volume
1627005600000,28.4023,28.591,28.378,28.5654,2610.0
1627009200000,28.5777,28.6698,28.1542,28.2666,2475.0
1627012800000,28.2736,28.5191,27.9484,28.166,3740.0
1627016400000,28.1608,28.5869,28.1324,28.3308,2915.0
1627020000000,28.3458,28.3861,28.0574,28.0765,5017.0
1627023600000,28.0817,28.1305,27.4999,27.8783,3341.0
1627027200000,27.8945,27.9128,27.2312,27.33,4075.0
1627030800000,27.3021,27.5067,27.1017,27.2204,3521.0
1627034400000,27.2162,27.3976,27.1087,27.2325,4769.0
1627038000000,27.2218,27.8542,27.198,27.5145,3517.0
1627041600000,27.5168,27.6817,27.3062,27.6122,4469.0
1627045200000,27.6293,27.79,27.4952,27.7673,4319.0
1627048800000,27.7686,27.8651,27.5625,27.6177,6309.0
1627052400000,27.6326,27.6635,26.7771,26.8963,3179.0
1627056000000,26.8993,26.8993,26.3945,26.562,6957.0
1627059600000,26.5456,26.7944,26.4753,26.7659,5618.0
1627063200000,26.7628,26.7661,26.4902,26.6032,2376.0
1627066800000,26.6112,26.7146,26.54,26.6034,5840.0
1627070400000,26.6011,27.0563,26.5398,26.982,5750.0
1627074000000,26.9935,27.394,26.902,27.2951,4403.0
1627077600000,27.2929,27.8117,27.1971,27.8117,5371.0
1627081200000,27.8054,28.5326,27.6708,28.5056,3527.0
1627084800000,28.5327,28.9795,28.2618,28.693,5899.0
1627088400000,28.6495,28.8139,28.4277,28.7829,3318.0
1627092000000,28.7923,28.882,28.612,28.7579,5008.0
1627095600000,28.764,28.7911,28.4418,28.6849,2297.0
1627099200000,28.7168,28.892,28.5396,28.629,4380.0
1627102800000,28.6214,29.2413,28.5238,28.882,2758.0
1627106400000,28.8639,29.4799,28.8639,29.4467,2536.0
1627110000000,29.4284,29.4375,28.6892,28.7543,3152.0
1627113600000,28.7433,28.8246,28.2689,28.421,3802.0
1627117200000,28.4259,29.1409,28.372,29.1028,2078.0
1627120800000,29.08,29.1517,28.6483,28.9625,4082.0
1627124400000,28.9471,28.9875,28.451,28.6599,5557.0
1627128000000,28.6694,28.8605,28.5312,28.8519,2890.0
1627131600000,28.8498,28.9686,28.5501,28.5593,4689.0
1627135200000,28.5768,28.7504,28.3289,28.5881,3217.0
1627138800000,28.5853,28.7513,28.3693,28.4198,2762.0
1627142400000,28.3898,29.3046,28.2732,29.2887,2775.0
1627146000000,29.2695,29.4801,28.9995,29.1725,4744.0
1627149600000,29.1712,29.4659,28.8518,28.8861,3165.0
1627153200000,28.8934,28.9042,28.3435,28.4239,3804.0
1627156800000,28.3973,28.4224,28.011,28.2475,2307.0
1627160400000,28.2675,28.5077,28.0714,28.4843,3121.0
1627164000000,28.461,28.4815,28.202,28.3714,4740.0
1627167600000,28.3731,28.7353,28.1688,28.6108,1837.0
1627171200000,28.6414,28.8938,27.7924,28.0474,5423.0
1627174800000,28.0568,28.2733,27.7439,27.8041,4870.0
1627178400000,27.7924,28.3766,27.7745,28.2796,5407.0
1627182000000,28.2897,28.4432,27.8467,27.8888,2023.0
1627185600000,27.8944,28.2281,27.671,27.9786,5551.0
1627189200000,27.9708,28.2487,27.9107,28.1195,3490.0
1627192800000,28.103,28.3223,28.0324,28.2242,3556.0
1627196400000,28.2078,28.8009,28.2024,28.5943,2043.0
1627200000000,28.6079,28.7894,28.1226,28.274,4469.0
1627203600000,28.2741,28.3085,28.0511,28.2558,2421.0
1627207200000,28.2368,28.4494,27.899,28.0142,2777.0
1627210800000,27.9871,28.1909,27.9123,27.9765,2518.0
1627214400000,27.9993,27.9993,27.701,27.7988,2080.0
1627218000000,27.7847,27.8758,26.768,26.768,15921.0
1627221600000,26.7847,27.2532,26.5255,27.2367,8511.0
1627225200000,27.2274,27.4344,26.9112,27.3622,5088.0
1627228800000,27.3611,27.4348,26.9762,27.1176,2254.0
1627232400000,27.115,27.684,27.0113,27.6687,5606.0
1627236000000,27.6806,27.7083,27.4622,27.5106,14839.0
1627239600000,27.5147,27.7374,27.443,27.5339,8444.0
1627243200000,27.5425,27.5848,27.3668,27.4509,3330.0
1627246800000,27.473,27.7156,27.4182,27.5667,10072.0
1627250400000,27.5706,27.8335,27.357,27.7583,12720.0
1627254000000,27.7985,28.253,27.6818,28.2231,6664.0
1627257600000,28.2399,29.3013,28.0084,29.3013,6559.0
1627261200000,29.3069,31.1101,28.8979,30.8151,3972.0
1627264800000,30.8114,30.8925,29.6764,29.7931,9145.0
1627268400000,29.7922,30.6419,29.7774,30.1235,8333.0
1627272000000,30.1035,30.4284,29.9166,30.0989,3146.0
1627275600000,30.0862,30.282,29.9582,30.2084,8385.0
1627279200000,30.2454,30.8971,30.0395,30.1827,10958.0
1627282800000,30.1594,30.5199,29.472,29.7253,7850.0
1627286400000,29.7523,29.81,29.2814,29.7307,2465.0
1627290000000,29.7067,29.7633,29.4522,29.5137,7519.0
1627293600000,29.5109,30.2119,29.4684,30.1575,10102.0
1627297200000,30.1616,30.1616,29.6818,30.0495,10589.0
1627300800000,30.0573,30.3064,29.6729,30.2957,1823.0
1627304400000,30.3087,30.4405,29.5524,30.2388,12407.0
1627308000000,30.2621,30.4997,29.9058,30.0312,12195.0
1627311600000,30.0214,30.249,29.8279,30.0985,8123.0
1627315200000,30.0836,30.5013,29.9588,30.1458,1797.0
1627318800000,30.1603,30.4986,30.0239,30.331,5287.0
1627322400000,30.3453,30.6188,30.2903,30.367,13934.0
1627326000000,30.3737,30.9032,29.6081,29.6888,5443.0
1627329600000,29.6404,29.7621,28.2326,28.5859,3884.0
1627333200000,28.5626,28.7781,27.8663,28.3648,12426.0
1627336800000,28.3777,28.5661,27.9129,28.4653,17419.0
1627340400000,28.4889,28.4904,28.0875,28.1946,2347.0
1627344000000,28.184,28.5684,27.9052,28.4368,10022.0
1627347600000,28.4226,28.4741,27.499,27.6452,5780.0
1627351200000,27.646,27.9013,27.167,27.2431,2533.0
1627354800000,27.245,27.6937,27.1266,27.5861,13387.0
1627358400000,27.601,27.7727,27.4145,27.571,6755.0
1627362000000,27.5732,27.8688,27.467,27.7987,12838.0
1627365600000,27.792,27.9694,27.6948,27.7247,10760.0
1627369200000,27.7156,27.9168,27.6633,27.8609,1910.0
1627372800000,27.8745,28.0622,27.6962,27.9988,7016.0
1627376400000,28.0169,28.6042,27.9885,28.5607,10273.0
1627380000000,28.5809,28.6017,28.3584,28.3874,6271.0
1627383600000,28.3901,28.7805,28.1616,28.6743,2141.0
1627387200000,28.6774,28.9359,28.2991,28.8645,4051.0
1627390800000,28.8572,28.9566,28.5548,28.5613,5467.0
1627394400000,28.5648,28.6862,27.8176,28.2603,14832.0
1627398000000,28.2497,28.5249,27.4611,27.7109,3739.0
1627401600000,27.7094,27.8597,27.0045,27.0838,6289.0
1627405200000,27.0585,27.391,27.0115,27.264,6955.0
1627408800000,27.2557,27.572,26.9067,27.4976,8821.0
1627412400000,27.5061,27.6293,27.0366,27.2392,4555.0
1627416000000,27.2598,27.5985,27.2313,27.5201,3561.0
1627419600000,27.5226,27.8167,27.4356,27.5606,13082.0
1627423200000,27.5779,28.1805,27.3916,28.0131,11211.0
1627426800000,28.0486,28.1507,27.7063,28.1279,6705.0
1627430400000,28.1103,28.1136,27.5599,27.7195,6738.0
1627434000000,27.7247,28.3701,27.5343,28.3701,4044.0
1627437600000,28.3523,28.6066,28.1821,28.3637,3747.0
1627441200000,28.3532,28.3892,27.9343,27.9769,2110.0
1627444800000,27.9622,28.1056,27.6279,27.7466,4451.0
1627448400000,27.7534,28.2236,27.6955,27.9436,10002.0
1627452000000,27.9328,28.0117,27.3573,27.4696,7956.0
1627455600000,27.4481,28.2106,27.4407,28.0456,9402.0
1627459200000,28.0653,28.3276,27.7259,27.9085,2528.0
1627462800000,27.9005,28.3535,27.8582,28.1829,8735.0
1627466400000,28.1805,28.3732,28.0649,28.2176,10802.0
1627470000000,28.1984,28.7234,28.1443,28.6024,5835.0
1627473600000,28.6184,28.7561,27.9275,28.0319,4568.0
1627477200000,28.0226,28.1903,27.8195,27.9585,7514.0
1627480800000,27.9754,28.3772,27.8384,28.2301,10104.0
1627484400000,28.2249,28.3638,28.0651,28.2821,11843.0
1627488000000,28.2981,28.3897,28.0753,28.3794,9102.0
1627491600000,28.36,28.5318,27.5804,27.6063,2849.0
1627495200000,27.5957,28.2724,27.4441,28.0828,14728.0
1627498800000,28.0933,28.2014,27.6458,28.0025,6641.0
1627502400000,27.9683,28.0714,27.6405,27.7311,8688.0
